COUNTRY,PSRAID,MUSLIM,Q34A
Turkey,110082,Muslim,No confidence at all
Turkey,110083,Muslim,Not too much confidence
Turkey,110084,Muslim,Don't know
Turkey,110085,Muslim,Don't know
Turkey,110086,Muslim,No confidence at all
Turkey,110087,Muslim,Not too much confidence
Turkey,110088,Muslim,Not too much confidence
Turkey,110089,Muslim,Not too much confidence
Turkey,110090,Muslim,No confidence at all
Turkey,110091,Muslim,Not too much confidence
Turkey,110092,Muslim,Not too much confidence
Turkey,110093,Muslim,Not too much confidence
Turkey,110094,Muslim,Some confidence
Turkey,110095,Muslim,Not too much confidence
Turkey,110096,Muslim,Not too much confidence
Turkey,110097,Muslim,No confidence at all
Turkey,110098,Muslim,Not too much confidence
Turkey,110099,Muslim,Don't know
Turkey,110100,Not Muslim,Not too much confidence
Turkey,110101,Muslim,Not too much confidence
Turkey,110102,Muslim,No confidence at all
Turkey,110103,Not Muslim,Don't know
Turkey,110104,Not Muslim,Not too much confidence
Turkey,110105,Muslim,Not too much confidence
Turkey,110106,Not Muslim,Not too much confidence
Turkey,110107,Muslim,Not too much confidence
Turkey,110108,Muslim,No confidence at all
Turkey,110109,Not Muslim,Some confidence
Turkey,110110,Muslim,No confidence at all
Turkey,110111,Muslim,Not too much confidence
Turkey,110112,Not Muslim,No confidence at all
Turkey,110113,Muslim,No confidence at all
Turkey,110114,Not Muslim,Not too much confidence
Turkey,110115,Muslim,Not too much confidence
Turkey,110116,Muslim,Not too much confidence
Turkey,110117,Muslim,Don't know
Turkey,110118,Muslim,No confidence at all
Turkey,110119,Muslim,Don't know
Turkey,110120,Muslim,Don't know
Turkey,110121,Muslim,Don't know
Turkey,110122,Muslim,Don't know
Turkey,110123,Muslim,No confidence at all
Turkey,110124,Muslim,Some confidence
Turkey,110125,Muslim,Don't know
Turkey,110126,Muslim,Some confidence
Turkey,110127,Muslim,Not too much confidence
Turkey,110128,Muslim,Don't know
Turkey,110129,Muslim,No confidence at all
Turkey,110130,Muslim,No confidence at all
Turkey,110131,Muslim,No confidence at all
Turkey,110132,Muslim,No confidence at all
Turkey,110133,Muslim,No confidence at all
Turkey,110134,Muslim,Don't know
Turkey,110135,Muslim,Some confidence
Turkey,110136,Muslim,Some confidence
Turkey,110137,Muslim,Some confidence
Turkey,110138,Muslim,Don't know
Turkey,110139,Muslim,Don't know
Turkey,110140,Muslim,Don't know
Turkey,110141,Muslim,Some confidence
Turkey,110142,Muslim,No confidence at all
Turkey,110143,Muslim,Don't know
Turkey,110144,Muslim,Don't know
Turkey,110145,Muslim,No confidence at all
Turkey,110146,Muslim,No confidence at all
Turkey,110147,Muslim,Some confidence
Turkey,110148,Muslim,Don't know
Turkey,110149,Muslim,Not too much confidence
Turkey,110150,Muslim,No confidence at all
Turkey,110151,Muslim,No confidence at all
Turkey,110152,Muslim,Not too much confidence
Turkey,110153,Muslim,No confidence at all
Turkey,110154,Muslim,Don't know
Turkey,110155,Muslim,Don't know
Turkey,110156,Muslim,No confidence at all
Turkey,110157,Muslim,Don't know
Turkey,110158,Muslim,Some confidence
Turkey,110159,Muslim,No confidence at all
Turkey,110160,Muslim,No confidence at all
Turkey,110161,Muslim,Some confidence
Turkey,110162,Muslim,Not too much confidence
Turkey,110163,Muslim,Don't know
Turkey,110164,Muslim,No confidence at all
Turkey,110165,Muslim,No confidence at all
Turkey,110166,Muslim,Don't know
Turkey,110167,Muslim,No confidence at all
Turkey,110168,Muslim,Don't know
Turkey,110169,Muslim,Don't know
Turkey,110170,Muslim,Don't know
Turkey,110171,Muslim,No confidence at all
Turkey,110172,Muslim,Don't know
Turkey,110173,Muslim,Don't know
Turkey,110174,Muslim,Don't know
Turkey,110175,Muslim,Don't know
Turkey,110176,Muslim,Not too much confidence
Turkey,110177,Muslim,Don't know
Turkey,110178,Muslim,Not too much confidence
Turkey,110179,Muslim,No confidence at all
Turkey,110180,Muslim,No confidence at all
Turkey,110181,Muslim,No confidence at all
Turkey,110182,Muslim,No confidence at all
Turkey,110183,Muslim,No confidence at all
Turkey,110184,Muslim,Don't know
Turkey,110185,Muslim,No confidence at all
Turkey,110186,Muslim,Some confidence
Turkey,110187,Muslim,No confidence at all
Turkey,110188,Muslim,A lot of confidence
Turkey,110189,Muslim,No confidence at all
Turkey,110190,Muslim,Some confidence
Turkey,110191,Muslim,Not too much confidence
Turkey,110192,Muslim,Not too much confidence
Turkey,110193,Muslim,No confidence at all
Turkey,110194,Muslim,Not too much confidence
Turkey,110195,Muslim,Some confidence
Turkey,110196,Muslim,Some confidence
Turkey,110197,Muslim,Some confidence
Turkey,110198,Muslim,Not too much confidence
Turkey,110199,Muslim,Some confidence
Turkey,110200,Muslim,Some confidence
Turkey,110201,Muslim,Not too much confidence
Turkey,110202,Muslim,Don't know
Turkey,110203,Muslim,Not too much confidence
Turkey,110204,Muslim,Don't know
Turkey,110205,Muslim,No confidence at all
Turkey,110206,Muslim,No confidence at all
Turkey,110207,Muslim,Some confidence
Turkey,110208,Muslim,No confidence at all
Turkey,110209,Muslim,Not too much confidence
Turkey,110210,Muslim,Not too much confidence
Turkey,110211,Muslim,Not too much confidence
Turkey,110212,Muslim,No confidence at all
Turkey,110213,Muslim,Some confidence
Turkey,110214,Muslim,Not too much confidence
Turkey,110215,Muslim,Some confidence
Turkey,110216,Muslim,No confidence at all
Turkey,110217,Muslim,Not too much confidence
Turkey,110218,Muslim,Some confidence
Turkey,110219,Muslim,Not too much confidence
Turkey,110220,Muslim,No confidence at all
Turkey,110221,Muslim,Not too much confidence
Turkey,110222,Muslim,Some confidence
Turkey,110223,Muslim,Not too much confidence
Turkey,110224,Muslim,Some confidence
Turkey,110225,Muslim,Don't know
Turkey,110226,Muslim,Not too much confidence
Turkey,110227,Muslim,No confidence at all
Turkey,110228,Muslim,No confidence at all
Turkey,110229,Muslim,Not too much confidence
Turkey,110230,Muslim,Not too much confidence
Turkey,110231,Muslim,No confidence at all
Turkey,110232,Muslim,Some confidence
Turkey,110233,Muslim,No confidence at all
Turkey,110234,Muslim,A lot of confidence
Turkey,110235,Muslim,Some confidence
Turkey,110236,Muslim,Not too much confidence
Turkey,110237,Muslim,Some confidence
Turkey,110238,Muslim,No confidence at all
Turkey,110239,Muslim,No confidence at all
Turkey,110240,Muslim,No confidence at all
Turkey,110241,Muslim,Some confidence
Turkey,110242,Muslim,Not too much confidence
Turkey,110243,Muslim,No confidence at all
Turkey,110244,Muslim,No confidence at all
Turkey,110245,Muslim,Some confidence
Turkey,110246,Muslim,Some confidence
Turkey,110247,Muslim,Some confidence
Turkey,110248,Muslim,Not too much confidence
Turkey,110249,Muslim,Not too much confidence
Turkey,110250,Muslim,No confidence at all
Turkey,110251,Muslim,Don't know
Turkey,110252,Muslim,No confidence at all
Turkey,110253,Muslim,No confidence at all
Turkey,110254,Muslim,No confidence at all
Turkey,110255,Muslim,Not too much confidence
Turkey,110256,Muslim,Some confidence
Turkey,110257,Muslim,No confidence at all
Turkey,110258,Muslim,Some confidence
Turkey,110259,Muslim,No confidence at all
Turkey,110260,Muslim,No confidence at all
Turkey,110261,Muslim,No confidence at all
Turkey,110262,Muslim,No confidence at all
Turkey,110263,Muslim,Not too much confidence
Turkey,110264,Muslim,No confidence at all
Turkey,110265,Muslim,No confidence at all
Turkey,110266,Muslim,Not too much confidence
Turkey,110267,Muslim,No confidence at all
Turkey,110268,Muslim,No confidence at all
Turkey,110269,Muslim,Some confidence
Turkey,110270,Muslim,No confidence at all
Turkey,110271,Muslim,No confidence at all
Turkey,110272,Muslim,No confidence at all
Turkey,110273,Muslim,No confidence at all
Turkey,110274,Muslim,No confidence at all
Turkey,110275,Muslim,No confidence at all
Turkey,110276,Muslim,Not too much confidence
Turkey,110277,Muslim,No confidence at all
Turkey,110278,Muslim,No confidence at all
Turkey,110279,Muslim,No confidence at all
Turkey,110280,Muslim,Not too much confidence
Turkey,110281,Muslim,Not too much confidence
Turkey,110282,Muslim,Some confidence
Turkey,110283,Muslim,No confidence at all
Turkey,110284,Muslim,Not too much confidence
Turkey,110285,Muslim,Some confidence
Turkey,110286,Muslim,No confidence at all
Turkey,110287,Muslim,A lot of confidence
Turkey,110288,Muslim,A lot of confidence
Turkey,110289,Muslim,Some confidence
Turkey,110290,Muslim,Don't know
Turkey,110291,Muslim,Don't know
Turkey,110292,Muslim,Don't know
Turkey,110293,Muslim,Some confidence
Turkey,110294,Muslim,Don't know
Turkey,110295,Muslim,Not too much confidence
Turkey,110296,Muslim,Not too much confidence
Turkey,110297,Muslim,Not too much confidence
Turkey,110298,Muslim,Not too much confidence
Turkey,110299,Muslim,No confidence at all
Turkey,110300,Muslim,Not too much confidence
Turkey,110301,Muslim,Not too much confidence
Turkey,110302,Muslim,Don't know
Turkey,110303,Muslim,Don't know
Turkey,110304,Muslim,Don't know
Turkey,110305,Muslim,Don't know
Turkey,110306,Muslim,Don't know
Turkey,110307,Muslim,No confidence at all
Turkey,110308,Muslim,No confidence at all
Turkey,110309,Muslim,Don't know
Turkey,110310,Muslim,A lot of confidence
Turkey,110311,Muslim,Some confidence
Turkey,110312,Muslim,Not too much confidence
Turkey,110313,Muslim,Not too much confidence
Turkey,110314,Muslim,No confidence at all
Turkey,110315,Muslim,No confidence at all
Turkey,110316,Muslim,Don't know
Turkey,110317,Muslim,Some confidence
Turkey,110318,Muslim,Don't know
Turkey,110319,Muslim,Not too much confidence
Turkey,110320,Muslim,A lot of confidence
Turkey,110321,Muslim,A lot of confidence
Turkey,110322,Muslim,A lot of confidence
Turkey,110323,Muslim,Some confidence
Turkey,110324,Muslim,Some confidence
Turkey,110325,Muslim,A lot of confidence
Turkey,110326,Muslim,Not too much confidence
Turkey,110327,Muslim,A lot of confidence
Turkey,110328,Muslim,A lot of confidence
Turkey,110329,Muslim,Some confidence
Turkey,110330,Muslim,Some confidence
Turkey,110331,Muslim,Some confidence
Turkey,110332,Muslim,No confidence at all
Turkey,110333,Muslim,A lot of confidence
Turkey,110334,Muslim,Some confidence
Turkey,110335,Muslim,No confidence at all
Turkey,110336,Muslim,No confidence at all
Turkey,110337,Muslim,Some confidence
Turkey,110338,Muslim,Some confidence
Turkey,110339,Muslim,Not too much confidence
Turkey,110340,Muslim,Not too much confidence
Turkey,110341,Muslim,A lot of confidence
Turkey,110342,Muslim,A lot of confidence
Turkey,110343,Muslim,A lot of confidence
Turkey,110344,Muslim,A lot of confidence
Turkey,110345,Muslim,Some confidence
Turkey,110346,Muslim,Some confidence
Turkey,110347,Muslim,Don't know
Turkey,110348,Muslim,Not too much confidence
Turkey,110349,Muslim,Don't know
Turkey,110350,Muslim,Not too much confidence
Turkey,110351,Muslim,Don't know
Turkey,110352,Muslim,Some confidence
Turkey,110353,Muslim,Refused
Turkey,110354,Not Muslim,No confidence at all
Turkey,110355,Muslim,Not too much confidence
Turkey,110356,Muslim,Not too much confidence
Turkey,110357,Muslim,Not too much confidence
Turkey,110358,Muslim,No confidence at all
Turkey,110359,Muslim,No confidence at all
Turkey,110360,Muslim,No confidence at all
Turkey,110361,Muslim,No confidence at all
Turkey,110362,Muslim,No confidence at all
Turkey,110363,Muslim,Not too much confidence
Turkey,110364,Muslim,No confidence at all
Turkey,110365,Muslim,No confidence at all
Turkey,110366,Muslim,No confidence at all
Turkey,110367,Muslim,Not too much confidence
Turkey,110368,Muslim,Not too much confidence
Turkey,110369,Muslim,Some confidence
Turkey,110370,Muslim,No confidence at all
Turkey,110371,Muslim,Don't know
Turkey,110372,Muslim,Don't know
Turkey,110373,Muslim,Some confidence
Turkey,110374,Muslim,Some confidence
Turkey,110375,Muslim,Not too much confidence
Turkey,110376,Muslim,No confidence at all
Turkey,110377,Muslim,Not too much confidence
Turkey,110378,Muslim,No confidence at all
Turkey,110379,Muslim,No confidence at all
Turkey,110380,Muslim,No confidence at all
Turkey,110381,Muslim,Some confidence
Turkey,110382,Muslim,No confidence at all
Turkey,110383,Muslim,No confidence at all
Turkey,110384,Muslim,Not too much confidence
Turkey,110385,Muslim,Not too much confidence
Turkey,110386,Muslim,No confidence at all
Turkey,110387,Muslim,No confidence at all
Turkey,110388,Muslim,No confidence at all
Turkey,110389,Muslim,No confidence at all
Turkey,110390,Muslim,No confidence at all
Turkey,110391,Muslim,Don't know
Turkey,110392,Muslim,Don't know
Turkey,110393,Muslim,Don't know
Turkey,110394,Muslim,Don't know
Turkey,110395,Muslim,Not too much confidence
Turkey,110396,Muslim,Refused
Turkey,110397,Muslim,Don't know
Turkey,110398,Muslim,Don't know
Turkey,110399,Muslim,Not too much confidence
Turkey,110400,Muslim,Some confidence
Turkey,110401,Muslim,No confidence at all
Turkey,110402,Muslim,No confidence at all
Turkey,110403,Muslim,No confidence at all
Turkey,110404,Muslim,No confidence at all
Turkey,110405,Muslim,No confidence at all
Turkey,110406,Muslim,Don't know
Turkey,110407,Muslim,Not too much confidence
Turkey,110408,Muslim,No confidence at all
Turkey,110409,Muslim,Some confidence
Turkey,110410,Muslim,No confidence at all
Turkey,110411,Muslim,No confidence at all
Turkey,110412,Muslim,No confidence at all
Turkey,110413,Muslim,No confidence at all
Turkey,110414,Muslim,No confidence at all
Turkey,110415,Muslim,Some confidence
Turkey,110416,Muslim,Don't know
Turkey,110417,Muslim,Not too much confidence
Turkey,110418,Muslim,Don't know
Turkey,110419,Muslim,Not too much confidence
Turkey,110420,Muslim,No confidence at all
Turkey,110421,Muslim,Some confidence
Argentina,110422,Not Muslim,No confidence at all
Argentina,110423,Not Muslim,Not too much confidence
Argentina,110424,Not Muslim,A lot of confidence
Argentina,110425,Not Muslim,Some confidence
Argentina,110426,Not Muslim,Some confidence
Argentina,110427,Not Muslim,Not too much confidence
Argentina,110428,Not Muslim,Not too much confidence
Argentina,110429,Not Muslim,Not too much confidence
Argentina,110430,Not Muslim,Some confidence
Argentina,110431,Not Muslim,Not too much confidence
Argentina,110432,Not Muslim,No confidence at all
Argentina,110433,Not Muslim,Not too much confidence
Argentina,110434,Not Muslim,A lot of confidence
Argentina,110435,Not Muslim,Some confidence
Argentina,110436,Not Muslim,A lot of confidence
Argentina,110437,Not Muslim,Not too much confidence
Argentina,110438,Not Muslim,Don't know
Argentina,110439,Not Muslim,Some confidence
Argentina,110440,Not Muslim,Some confidence
Argentina,110441,Not Muslim,No confidence at all
Argentina,110442,Not Muslim,Some confidence
Argentina,110443,Not Muslim,Don't know
Argentina,110444,Not Muslim,Refused
Argentina,110445,Not Muslim,Some confidence
Argentina,110446,Not Muslim,Don't know
Argentina,110447,Not Muslim,Not too much confidence
Argentina,110448,Not Muslim,Not too much confidence
Argentina,110449,Not Muslim,Not too much confidence
Argentina,110450,Not Muslim,Some confidence
Argentina,110451,Not Muslim,No confidence at all
Argentina,110452,Not Muslim,Not too much confidence
Argentina,110453,Not Muslim,Some confidence
Argentina,110454,Not Muslim,Some confidence
Argentina,110455,Not Muslim,No confidence at all
Argentina,110456,Not Muslim,Some confidence
Argentina,110457,Not Muslim,Don't know
Argentina,110458,Not Muslim,Some confidence
Argentina,110459,Not Muslim,Some confidence
Argentina,110460,Not Muslim,A lot of confidence
Argentina,110461,Not Muslim,A lot of confidence
Argentina,110462,Not Muslim,Some confidence
Argentina,110463,Not Muslim,No confidence at all
Argentina,110464,Not Muslim,Some confidence
Argentina,110465,Not Muslim,Some confidence
Argentina,110466,Not Muslim,Not too much confidence
Argentina,110467,Not Muslim,Not too much confidence
Argentina,110468,Not Muslim,A lot of confidence
Argentina,110469,Not Muslim,Some confidence
Argentina,110470,Not Muslim,Some confidence
Argentina,110471,Not Muslim,A lot of confidence
Argentina,110472,Not Muslim,Some confidence
Argentina,110473,Not Muslim,Not too much confidence
Argentina,110474,Not Muslim,Some confidence
Argentina,110475,Not Muslim,A lot of confidence
Argentina,110476,Not Muslim,A lot of confidence
Argentina,110477,Not Muslim,Some confidence
Argentina,110478,Not Muslim,No confidence at all
Argentina,110479,Not Muslim,Not too much confidence
Argentina,110480,Not Muslim,Some confidence
Argentina,110481,Not Muslim,Not too much confidence
Argentina,110482,Not Muslim,Don't know
Argentina,110483,Not Muslim,Not too much confidence
Argentina,110484,Not Muslim,Some confidence
Argentina,110485,Not Muslim,Not too much confidence
Argentina,110486,Not Muslim,Some confidence
Argentina,110487,Not Muslim,Some confidence
Argentina,110488,Not Muslim,Not too much confidence
Argentina,110489,Not Muslim,Some confidence
Argentina,110490,Not Muslim,No confidence at all
Argentina,110491,Not Muslim,A lot of confidence
Argentina,110492,Not Muslim,Some confidence
Argentina,110493,Not Muslim,Some confidence
Argentina,110494,Not Muslim,Some confidence
Argentina,110495,Not Muslim,Some confidence
Argentina,110496,Not Muslim,No confidence at all
Argentina,110497,Not Muslim,Some confidence
Argentina,110498,Not Muslim,A lot of confidence
Argentina,110499,Not Muslim,Some confidence
Argentina,110500,Not Muslim,Some confidence
Argentina,110501,Not Muslim,Some confidence
Argentina,110502,Not Muslim,Some confidence
Argentina,110503,Not Muslim,Some confidence
Argentina,110504,Not Muslim,A lot of confidence
Argentina,110505,Not Muslim,A lot of confidence
Argentina,110506,Not Muslim,Not too much confidence
Argentina,110507,Not Muslim,Some confidence
Argentina,110508,Not Muslim,Some confidence
Argentina,110509,Not Muslim,Some confidence
Argentina,110510,Not Muslim,Not too much confidence
Argentina,110511,Not Muslim,Some confidence
Argentina,110512,Not Muslim,A lot of confidence
Argentina,110513,Not Muslim,Some confidence
Argentina,110514,Not Muslim,Some confidence
Argentina,110515,Not Muslim,A lot of confidence
Argentina,110516,Not Muslim,Some confidence
Argentina,110517,Not Muslim,Not too much confidence
Argentina,110518,Not Muslim,Don't know
Argentina,110519,Not Muslim,Not too much confidence
Argentina,110520,Not Muslim,Refused
Argentina,110521,Not Muslim,Some confidence
Argentina,110522,Not Muslim,Don't know
Argentina,110523,Not Muslim,Some confidence
Argentina,110524,Not Muslim,Don't know
Argentina,110525,Not Muslim,Some confidence
Argentina,110526,Not Muslim,Some confidence
Argentina,110527,Not Muslim,Don't know
Argentina,110528,Not Muslim,Some confidence
Argentina,110529,Not Muslim,Some confidence
Argentina,110530,Not Muslim,Some confidence
Argentina,110531,Not Muslim,Don't know
Argentina,110532,Not Muslim,Some confidence
Argentina,110533,Not Muslim,Some confidence
Argentina,110534,Not Muslim,Not too much confidence
Argentina,110535,Not Muslim,A lot of confidence
Argentina,110536,Not Muslim,Some confidence
Argentina,110537,Not Muslim,Some confidence
Argentina,110538,Not Muslim,Not too much confidence
Argentina,110539,Not Muslim,No confidence at all
Argentina,110540,Not Muslim,Some confidence
Argentina,110541,Not Muslim,No confidence at all
Argentina,110542,Not Muslim,No confidence at all
Argentina,110543,Not Muslim,A lot of confidence
Argentina,110544,Not Muslim,Not too much confidence
Argentina,110545,Not Muslim,No confidence at all
Argentina,110546,Not Muslim,A lot of confidence
Argentina,110547,Not Muslim,Not too much confidence
Argentina,110548,Not Muslim,Some confidence
Argentina,110549,Not Muslim,Don't know
Argentina,110550,Not Muslim,A lot of confidence
Argentina,110551,Not Muslim,A lot of confidence
Argentina,110552,Not Muslim,Not too much confidence
Argentina,110553,Not Muslim,Not too much confidence
Argentina,110554,Not Muslim,Some confidence
Argentina,110555,Not Muslim,Not too much confidence
Argentina,110556,Not Muslim,Some confidence
Argentina,110557,Not Muslim,No confidence at all
Argentina,110558,Not Muslim,Not too much confidence
Argentina,110559,Not Muslim,Some confidence
Argentina,110560,Not Muslim,Not too much confidence
Argentina,110561,Not Muslim,Some confidence
Argentina,110562,Not Muslim,Some confidence
Argentina,110563,Not Muslim,A lot of confidence
Argentina,110564,Not Muslim,Some confidence
Argentina,110565,Not Muslim,Not too much confidence
Argentina,110566,Not Muslim,A lot of confidence
Argentina,110567,Not Muslim,Not too much confidence
Argentina,110568,Not Muslim,Don't know
Argentina,110569,Not Muslim,A lot of confidence
Argentina,110570,Not Muslim,No confidence at all
Argentina,110571,Not Muslim,Some confidence
Argentina,110572,Not Muslim,Some confidence
Argentina,110573,Not Muslim,Some confidence
Argentina,110574,Not Muslim,Some confidence
Argentina,110575,Not Muslim,Not too much confidence
Argentina,110576,Not Muslim,Not too much confidence
Argentina,110577,Not Muslim,Not too much confidence
Argentina,110578,Not Muslim,Some confidence
Argentina,110579,Not Muslim,Some confidence
Argentina,110580,Not Muslim,Not too much confidence
Argentina,110581,Not Muslim,Some confidence
Argentina,110582,Not Muslim,Not too much confidence
Argentina,110583,Not Muslim,No confidence at all
Argentina,110584,Not Muslim,Not too much confidence
Argentina,110585,Not Muslim,A lot of confidence
Argentina,110586,Not Muslim,A lot of confidence
Argentina,110587,Not Muslim,Some confidence
Argentina,110588,Not Muslim,Not too much confidence
Argentina,110589,Not Muslim,No confidence at all
Argentina,110590,Not Muslim,No confidence at all
Argentina,110591,Not Muslim,Not too much confidence
Argentina,110592,Not Muslim,No confidence at all
Argentina,110593,Not Muslim,A lot of confidence
Argentina,110594,Not Muslim,A lot of confidence
Argentina,110595,Not Muslim,Don't know
Argentina,110596,Not Muslim,A lot of confidence
Argentina,110597,Not Muslim,Some confidence
Argentina,110598,Not Muslim,No confidence at all
Argentina,110599,Not Muslim,Don't know
Argentina,110600,Not Muslim,Not too much confidence
Argentina,110601,Not Muslim,Not too much confidence
Argentina,110602,Not Muslim,Not too much confidence
Argentina,110603,Not Muslim,Some confidence
Argentina,110604,Not Muslim,No confidence at all
Argentina,110605,Not Muslim,Not too much confidence
Argentina,110606,Not Muslim,Not too much confidence
Argentina,110607,Not Muslim,Not too much confidence
Argentina,110608,Not Muslim,Not too much confidence
Argentina,110609,Not Muslim,Some confidence
Argentina,110610,Not Muslim,Some confidence
Argentina,110611,Not Muslim,Some confidence
Argentina,110612,Not Muslim,Not too much confidence
Argentina,110613,Not Muslim,Not too much confidence
Argentina,110614,Not Muslim,Some confidence
Argentina,110615,Not Muslim,Not too much confidence
Argentina,110616,Not Muslim,No confidence at all
Argentina,110617,Not Muslim,Don't know
Argentina,110618,Not Muslim,Not too much confidence
Argentina,110619,Not Muslim,Some confidence
Argentina,110620,Not Muslim,Don't know
Argentina,110621,Not Muslim,A lot of confidence
Argentina,110622,Not Muslim,No confidence at all
Argentina,110623,Not Muslim,No confidence at all
Argentina,110624,Not Muslim,Not too much confidence
Argentina,110625,Not Muslim,Some confidence
Argentina,110626,Not Muslim,A lot of confidence
Argentina,110627,Not Muslim,Some confidence
Argentina,110628,Not Muslim,No confidence at all
Argentina,110629,Not Muslim,A lot of confidence
Argentina,110630,Not Muslim,Some confidence
Argentina,110631,Not Muslim,No confidence at all
Argentina,110632,Not Muslim,Don't know
Argentina,110633,Not Muslim,Don't know
Argentina,110634,Not Muslim,Some confidence
Argentina,110635,Not Muslim,Don't know
Argentina,110636,Not Muslim,Not too much confidence
Argentina,110637,Not Muslim,Not too much confidence
Argentina,110638,Not Muslim,Some confidence
Argentina,110639,Not Muslim,Not too much confidence
Argentina,110640,Not Muslim,No confidence at all
Argentina,110641,Not Muslim,Some confidence
Argentina,110642,Not Muslim,Not too much confidence
Argentina,110643,Not Muslim,No confidence at all
Argentina,110644,Not Muslim,Some confidence
Argentina,110645,Not Muslim,Don't know
Argentina,110646,Not Muslim,No confidence at all
Argentina,110647,Not Muslim,No confidence at all
Argentina,110648,Not Muslim,No confidence at all
Argentina,110649,Not Muslim,Some confidence
Argentina,110650,Not Muslim,No confidence at all
Argentina,110651,Not Muslim,Not too much confidence
Argentina,110652,Not Muslim,Some confidence
Argentina,110653,Not Muslim,Some confidence
Argentina,110654,Not Muslim,Not too much confidence
Argentina,110655,Not Muslim,A lot of confidence
Argentina,110656,Not Muslim,A lot of confidence
Argentina,110657,Not Muslim,A lot of confidence
Argentina,110658,Not Muslim,No confidence at all
Argentina,110659,Not Muslim,Not too much confidence
Argentina,110660,Not Muslim,A lot of confidence
Argentina,110661,Not Muslim,Some confidence
Argentina,110662,Not Muslim,No confidence at all
Argentina,110663,Not Muslim,A lot of confidence
Argentina,110664,Not Muslim,A lot of confidence
Argentina,110665,Not Muslim,Not too much confidence
Argentina,110666,Not Muslim,Some confidence
Argentina,110667,Not Muslim,Don't know
Argentina,110668,Not Muslim,Not too much confidence
Argentina,110669,Not Muslim,Some confidence
Argentina,110670,Not Muslim,No confidence at all
Argentina,110671,Not Muslim,Not too much confidence
Argentina,110672,Not Muslim,Refused
Argentina,110673,Not Muslim,Not too much confidence
Argentina,110674,Not Muslim,Not too much confidence
Argentina,110675,Not Muslim,Not too much confidence
Argentina,110676,Not Muslim,Not too much confidence
Argentina,110677,Not Muslim,Not too much confidence
Argentina,110678,Not Muslim,Some confidence
Argentina,110679,Not Muslim,Don't know
Argentina,110680,Not Muslim,Not too much confidence
Argentina,110681,Not Muslim,Some confidence
Argentina,110682,Not Muslim,Not too much confidence
Argentina,110683,Not Muslim,Not too much confidence
Argentina,110684,Not Muslim,Not too much confidence
Argentina,110685,Not Muslim,Not too much confidence
Argentina,110686,Not Muslim,Some confidence
Argentina,110687,Not Muslim,No confidence at all
Argentina,110688,Not Muslim,Not too much confidence
Argentina,110689,Not Muslim,No confidence at all
Argentina,110690,Not Muslim,Don't know
Argentina,110691,Not Muslim,Some confidence
Argentina,110692,Not Muslim,Not too much confidence
Argentina,110693,Not Muslim,Not too much confidence
Argentina,110694,Not Muslim,Don't know
Argentina,110695,Not Muslim,Not too much confidence
Argentina,110696,Not Muslim,Not too much confidence
Argentina,110697,Not Muslim,No confidence at all
Argentina,110698,Not Muslim,No confidence at all
Argentina,110699,Not Muslim,Not too much confidence
Argentina,110700,Not Muslim,No confidence at all
Argentina,110701,Not Muslim,A lot of confidence
Argentina,110702,Not Muslim,A lot of confidence
Argentina,110703,Not Muslim,Don't know
Argentina,110704,Not Muslim,Some confidence
Argentina,110705,Not Muslim,No confidence at all
Argentina,110706,Not Muslim,Some confidence
Argentina,110707,Not Muslim,No confidence at all
Argentina,110708,Not Muslim,Don't know
Argentina,110709,Not Muslim,Don't know
Argentina,110710,Not Muslim,Some confidence
Argentina,110711,Not Muslim,Don't know
Argentina,110712,Not Muslim,Refused
Argentina,110713,Not Muslim,A lot of confidence
Argentina,110714,Not Muslim,Don't know
Argentina,110715,Not Muslim,Some confidence
Argentina,110716,Not Muslim,Not too much confidence
Argentina,110717,Not Muslim,Some confidence
Argentina,110718,Not Muslim,Some confidence
Argentina,110719,Not Muslim,A lot of confidence
Argentina,110720,Not Muslim,No confidence at all
Argentina,110721,Not Muslim,Some confidence
Argentina,110722,Not Muslim,Some confidence
Argentina,110723,Not Muslim,A lot of confidence
Argentina,110724,Not Muslim,No confidence at all
Argentina,110725,Not Muslim,A lot of confidence
Argentina,110726,Not Muslim,Some confidence
Argentina,110727,Not Muslim,A lot of confidence
Argentina,110728,Not Muslim,Don't know
Argentina,110729,Not Muslim,A lot of confidence
Argentina,110730,Not Muslim,Don't know
Argentina,110731,Not Muslim,Not too much confidence
Argentina,110732,Not Muslim,Not too much confidence
Argentina,110733,Not Muslim,Don't know
Argentina,110734,Not Muslim,Don't know
Argentina,110735,Not Muslim,Some confidence
Argentina,110736,Not Muslim,Don't know
Argentina,110737,Not Muslim,Some confidence
Argentina,110738,Not Muslim,Some confidence
Argentina,110739,Not Muslim,Not too much confidence
Argentina,110740,Not Muslim,Some confidence
Argentina,110741,Not Muslim,No confidence at all
Argentina,110742,Not Muslim,Some confidence
Argentina,110743,Not Muslim,Don't know
Argentina,110744,Not Muslim,Some confidence
Argentina,110745,Not Muslim,Not too much confidence
Argentina,110746,Not Muslim,Some confidence
Argentina,110747,Not Muslim,Some confidence
Argentina,110748,Not Muslim,Not too much confidence
Argentina,110749,Not Muslim,No confidence at all
Argentina,110750,Not Muslim,Some confidence
Argentina,110751,Not Muslim,A lot of confidence
Argentina,110752,Not Muslim,Not too much confidence
Argentina,110753,Not Muslim,Some confidence
